"MBJT94530819ST"	"MBJT26681707ST"	"MBJT19739988ST"	"MBJT47759212ST"	"MBJT40435704ST"	"MBJT40707177ST"	"MBJT75354344ST"	"MBJT24770375ST"	"MBJT44556531ST"	"MBJT47974019ST"	"MBJT83133832ST"	"MBJT97792954ST"	"MBJT41854002ST"	"MBJT23133014ST"	"MBJT35001732ST"	"MBJT59111766ST"	"MBJT13029530ST"	"MBJT76001019ST"	"MBJT34036667ST"	"MBJT82870648ST"	"MBJT64178099ST"	"MBJT66677231ST"	"MBJT46290466ST"	"MBJT54773511ST"	"MBJT90536787ST"	"MBJT54598736ST"	"MBJT85948313ST"	"MBJT73621698ST"	"MBJT83294902ST"	"MBJT19172978ST"	"MBJT93071877ST"	"MBJT40701160ST"	"MBJT40306752ST"	"MBJT92561737ST"	"MBJT24417068ST"	"MBJT14741058ST"	"MBJT22320456ST"	"MBJT75856433ST"	"MBJT28436807ST"	"MBJT65314632ST"	"MBJT64323881ST"	"MBJT55763017ST"	"MBJT35058600ST"	"MBJT61989978ST"	"MBJT58818096ST"	"MBJT89319187ST"	"MBJT61614909ST"	"MBJT77767153ST"	"MBJT22022613ST"	"MBJT57869938ST"	"MBJT42733650ST"	"MBJT42917972ST"	"MBJT79123647ST"	"MBJT32951253ST"	"MBJT71206045ST"	"MBJT47376024ST"	"MBJT87587928ST"	"MBJT24075712ST"	"MBJT25397146ST"	"MBJT63497322ST"	"MBJT85450199ST"	"MBJT41036209ST"	"MBJT55041082ST"	"MBJT34220088ST"	"MBJT28723736ST"	"MBJT54042978ST"	"MBJT92636570ST"	"MBJT69789353ST"	"MBJT18793872ST"	"MBJT47281689ST"	"MBJT30331144ST"	"MBJT56486370ST"	"MBJT73212715ST"	"MBJT13966914ST"	"MBJT35016775ST"	"MBJT10257157ST"
"Clostridiales species  [m_12476]"	0.00154218990967173	0.0121978265690841	0.00580645161290323	0.00351123595505618	8.49112677252271e-05	0.000572847049837693	0.000105241001894338	0	0	0.000531575590048905	0	0.00402598590904932	0.00414826709487488	0.000394539572319104	0.000539956803455724	0.000924059139784946	0.000450734697557018	0	0.00511449494362432	0.00324315772820756	0.00040551500405515	0.00327219495393094	0.000660501981505945	0.00145362922763834	0.00142235609103079	0.00498670212765957	0	0.00136904761904762	0.000863185153215365	0	0	0.000786163522012579	7.97575370872547e-05	0.00146716147406576	0.00270442252624881	0.00245752001123438	0	0	0.000256761383087984	0	0.000718833436023824	0	0	0.00511421752471872	0	0	0	0.00351414669309786	0.00619949075611646	0.00536840692524493	0.00178660049627792	0.0116946160635481	0.00506879073135409	0.00373412994772218	0.0109715094673509	0.00540389453088605	0	0.000495884161459883	0	0.0033015407190022	0.0061826384827471	0.00121479845389288	0.00544197676128842	0	0.00492535016161305	0.00651328032481814	0	0.00543659158992566	7.45879018423212e-05	0	0.0104687128241732	0	0	0	0.00332458442694663	0
"Clostridiales species  [m_12486]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168010752688172	0	0	0	0	0	0	0.000110083663584324	0	0	0	0	0	0	0	0	0	0	0	0.000318167356029271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000912787320554311	0	0	0	0	0	0	0	0	0.0032357699661715	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12487]"	0	0	0.000860215053763441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107898144151921	0	0	0.000262054507337526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92555831265509e-05	0	0	0	0	0.00326097083760365	0	0	0	0.00284299339691856	0	0	0	0.0357142857142857	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12491]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107898144151921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.84251481121231e-05	0	0.000131027253668763	0	0	0	0	0	0	0	0	0	0	0	0	0.000328110901484702	0	0	0	0
"Clostridiales species  [m_12494]"	0	0	0	0	8.49112677252271e-05	0	0	0	0	0	0	0	0	0.00441884320997396	0	0	0	0	0	0	0	0.000947214328769482	0.000770585645090269	0	0	0	0	0.0056547619047619	0.00194216659473457	0	0	0	0	0	0.00198854597518295	0	0	0	0	0	0	0	0	0.00119331742243437	0	0	0	0	0	0	0.00655086848635236	0	0	0.000248941996514812	0	0.00195658250256219	0	0	0	0	0	0	0	0	0	0	0.003453113197367	0	0.00574326844185873	0	0	0	0	0	0	0
"Clostridiales species  [m_12496]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109181141439206	0	0	0	0	0	0	0	0	0.000183418928833456	0	0	0	0	0	0	0	0	0.000596703214738569	0	0	0	0	0	0	0
"Clostridiales species  [m_12497]"	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89079144638207e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00018828845791753	0	0	0	0	0.000196540880503145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17094644167278e-05	0	0	0	0	0	0	0.000323729362253156	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12516]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252016129032258	0	0	0	0	0	0	0.000110083663584324	0	0	0	0	0	0	0	0	0	0	0	0.00151129494113904	0	0	0	0	0	0	0	0	0.00664848278213433	0	0	0	0	0	0	0.000397022332506203	0	0	0	0	0.0043790179819249	0	0	0	0	0	0	0	0	0	0	0	0.000110950848773993	0.000745879018423212	0	0	0	0	0	0	0
"Clostridiales species  [m_12521]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00621639784946237	0	0.00284711018316409	0	0.0094921689606075	0.000202757502027575	0.000774993541720486	0.000330250990752972	0	0.000334672021419009	0.0139627659574468	0	0.0126785714285714	0.00129477772982305	0	0	0.00222746331236897	0	0.0050056097350479	0.00182946229716831	0	0	0	8.55871276959945e-05	0	0	0	0	0.000596658711217184	0	0	0	0	0.000332115576220525	0	0	0	0.0118961415123616	0	0.000353919660237126	0.000279511786080313	0	0	0	0.0101797505502568	0	0	0.0166200911898809	0	0	0	0.000107909787417719	0	0.000372939509211606	0	0	0	0	0	0	0
"Clostridiales species  [m_12522]"	0.00011015642211941	0.000221778664892437	0	0	0.000934023944977499	0	0	0	0	0	0	0.00146399487601793	0.00227485614880235	7.89079144638207e-05	8.99928005759539e-05	0.00100806451612903	0.000450734697557018	0	0	7.91014080050625e-05	0.00152068126520681	0.000774993541720486	0.000660501981505945	0.000581451691055335	0.0017570281124498	0.00144060283687943	0	0.00119047619047619	0.000431592576607682	0.000238180302488984	0.000107434464976364	0.000458595387840671	0	0.00120825062570122	0.00190900413617563	0	0	0.0029585798816568	0.00479287915097569	0	0.00390223865270076	0	0	0.0113365155131265	0	0	0	0.000450531627320238	0.0013284623048821	0.0017447322507046	0.000496277915632754	0	0.000206889417606289	0.000331922662019749	0.000265439745177845	0.000186341190720209	0.000353700592448492	0	0	0.000458547322083639	8.35491686857716e-05	0	0	0	0	0.000169176112332939	0.00107909787417719	0	0.000447527411053927	0	0.000475850582916964	0	0	0	0.000437445319335083	0
"Clostridiales species  [m_12524]"	0	0	0	0.000140449438202247	0	0	0	0	0	0	0	0	0	0	0	0	9.01469395114036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000119090151244492	0	0	0	0	0	0	0	0	0.000256761383087984	0	0	0	0	8.5236958745312e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125323753028657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12534]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000660501981505945	0	0	0	0	0	0	0	0	0	0	0.000258910848364546	0	0	0	0	0	0	0	0	0	0.000170473917490624	0	0	0	0	0	0	0.00367245657568238	0	0	0	0	0.000279511786080313	0	0	0	0.00706162876008804	0	0	0.0094131489924989	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12539]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12547]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142355509158204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183418928833456	0	0	0	0	0	0	0	0	0	0	0	0.000574194077598228	0	0	0.00122484689413823	0
"Clostridiales species  [m_12551]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049554565701559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12554]"	0.000330469266358229	0	0.0010752688172043	0.000280898876404494	0	0	0.00105241001894338	0	0	0.000212630236019562	0	0.00109799615701345	0.000535260270306436	0.000157815828927641	0.000269978401727862	0.000336021505376344	0.000180293879022807	0	0	0.00102831830406581	0.00040551500405515	0.00051666236114699	0.00055041831792162	0.001744355073166	0.000753012048192771	0.000443262411347518	0.000659009602711354	0.000297619047619048	0.000215796288303841	0.000357270453733476	0	0.000196540880503145	7.97575370872547e-05	0.000172607232243031	0.000318167356029271	0.000842578289566072	0	0	0.000427935638479973	0	0.00205380981721093	0	0	0.00110808046368906	0.00112930547713156	0	0	0.000630744278248333	0	0	0.000297766749379653	0.000110326566637246	0	8.29806655049374e-05	0.000707839320474252	0.000465852976800522	0	0.000198353664583953	0	0.00082538517975055	0.00100259002422926	0.000220872446162341	0.000588321812031181	0.000252397778899546	0.000769585962752039	0.00126882084249704	0.000215819574835438	0	7.45879018423212e-05	0	0.000237925291458482	0	0	0	0.0005249343832021	0
"Clostridiales species  [m_12556]"	0.00176250275391055	0	0	0.00210674157303371	0	0	0.000420964007577352	0	0	0	0	0.0021959923140269	0.000535260270306436	0	0.000359971202303816	0.000336021505376344	0.000180293879022807	0.00398595425642972	0.000116238521446007	0.00118652112007594	0.000202757502027575	8.61103935244984e-05	0.000330250990752972	0	0.000167336010709505	0	9.41442289587648e-05	5.95238095238095e-05	0.00453172205438067	0	0	6.55136268343816e-05	0.000159515074174509	0.00207128678691637	0	0	0	0	0	0	0.000205380981721093	0	0.000216169476869866	0	0	0	0	0	0.00121775711280859	0	0	0	0	8.29806655049374e-05	8.84799150592815e-05	0.000186341190720209	8.84251481121231e-05	9.91768322919766e-05	0	0.000183418928833456	0	0	0	0	0.00184700631060489	0.000253764168499408	0.00420848170929103	0	0	0	0	0	0.000335683115139308	0	0.00122484689413823	0
"Clostridiales species  [m_12561]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520833333333333	0	0	0	0	0	0	0	0	0.000334672021419009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00040263051939337	0	0	0	8.29806655049374e-05	0	0	0	0	0	0	0.00476230261508898	0	0	0	0	0	0	0	0	0	0.000475850582916964	0	0	0	0.00026246719160105	0
"Clostridiales species  [m_12563]"	0.00011015642211941	0.00310490130849412	0.00752688172043011	0.000140449438202247	0.00110384648042795	0	0.0022100610397811	0	0.000301023479831427	0.000106315118009781	0.000122443981878291	0.00530698142556501	0.00227485614880235	0.00426102738104632	0.00314974802015839	0.0072244623655914	0.0209140899666456	0.000474518363860681	0.00895036615134255	0.00387596899224806	0.00283860502838605	0.00258331180573495	0.00385292822545134	0.000678360306231224	0.00635876840696118	0.00520833333333333	0	0.00220238095238095	0.00215796288303841	0.0209598666190306	0.00451224752900731	0.00262054507337526	0.000239272611261764	0.00379735910934668	0.00103404390709513	0.00133408229181295	0	0	0.00239643957548785	0	0.000410761963442185	0	0.00724167747514051	0.000681895669962496	0.00327498588368154	0	0	0	0.00708513229270453	0.00040263051939337	0.00397022332506203	0.000220653133274493	0.00341367539050378	0.00331922662019749	0.00150415855600779	0.00409950619584459	0.00795826333009108	0.00307448180105127	0	0.00669479090242113	0.000417745843428858	0.000993926007730536	0.00191204588910134	0.0123674911660777	0.00169308911805449	0.00482151920148875	0.00323729362253156	0.000776655941417952	0.000223763705526964	0	0.000713775874375446	0.0119760479041916	0	0	0.00139982502187227	0
"Clostridiales species  [m_12583]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12587]"	0	0	0	0	0.0031417169058334	0	0	0	0	0	0	0	0	0.000552355401246745	0	0	0	0	0	0.000474608448030375	0	0.000172220787048997	0.000110083663584324	0	0	0.000664893617021277	0	0.000535714285714286	0	0	0	0.000327568134171908	0.000717817833785293	0.000172607232243031	0.000159083678014636	0	0	0	0	0	0	0	0	0	0	0	0	0.000270318976392143	0	0	9.92555831265509e-05	0	0	0	0	0	0	0.00029753049687593	0	9.17094644167278e-05	0	0	0.00132372407707016	0	0	0	0	0	7.45879018423212e-05	0	0	0	0	0	0	0
"Clostridiales species  [m_12601]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12602]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00571860164005179	0	0	0.000262054507337526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251361229208622	0	0	0	0	0	0	0
"Clostridiales species  [m_12614]"	0.000220312844238819	0	0	0.000561797752808989	0	0.0874546496085545	0	0	0	0.0022326174782054	0.00734663891269744	0	0	7.89079144638207e-05	0	0	0	0	0.000348715564338022	0	0	0	0	0.000193817230351778	0	0	0	5.95238095238095e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00513452454302732	0	0.000648508430609598	0.000255710876235936	0.00101637492941841	0	0.000136986301369863	0	0	0.0017447322507046	0	0	0	0	8.84799150592815e-05	0	0	0	0.000131027253668763	0	0	0	0	0	0	0	0.000215819574835438	0	7.45879018423212e-05	0	0	0	0	0	0	0
"Clostridiales species  [m_12623]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157815828927641	0	0	0	0	0	0	0	0	0	0	0	0.000110815602836879	9.41442289587648e-05	0	0.000323694432455762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92555831265509e-05	0	0	8.29806655049374e-05	0	0	0.00132637722168185	0	0.000131027253668763	0	0	0	0	0	0	0	0.00107909787417719	0	0	0	0	0.000984332704454105	0	0	0.000612423447069116	0
"Clostridiales species  [m_12631]"	0.00011015642211941	0	0	0	0.000169822535450454	0	0.000210482003788676	0	0	0	0	0.000365998719004483	0.0014719657433427	0.000236723743391462	0	0.0011760752688172	0.00108176327413684	0	0	0.000870115488055687	0.000608272506082725	0.00163609747696547	0.000770585645090269	0	0.000502008032128514	0.00177304964539007	0	0.00380952380952381	0.000971083297367285	0.000238180302488984	0	0.000786163522012579	0	0.000604125312850608	0.00214762965319758	0.00175537143659598	0	0	0.000513522766175967	0	0	0	0	0.00230139788612342	0	0	0	0	0	0	0.000496277915632754	0	0	0.000746825989544436	0.000265439745177845	0.00177024131184198	0	0	0	0.00082538517975055	0	0	0.000441241359023386	0	0	0.000592116393165285	0	0	0.000671291116580891	0	0	0	0	0	0	0
"Clostridiales species  [m_12635]"	0.00011015642211941	0	0.00021505376344086	0.000140449438202247	8.49112677252271e-05	0	0.0150494632708903	0	0.000301023479831427	0	0	0.000182999359502242	0	0.000631263315710566	0.00134989200863931	0.000672043010752688	0.000450734697557018	0.00161336243712632	0	0.00783103939250119	0.00101378751013788	0.000172220787048997	0.000220167327168648	0.000290725845527667	0.000753012048192771	0.0048758865248227	0.00018828845791753	0.00125	0.000431592576607682	0	0	0.000655136268343816	0.000159515074174509	0.000604125312850608	0.000477251034043907	0.000280859429855357	0	0	0.00128380691543992	0	0	0	0	0.000340947834981248	0	0	0.00643835616438356	0	0.000221410384147017	0	0.000893300248138958	0.000330979699911739	0.00134478121444088	0.000248941996514812	0.00123871881082994	0.00177024131184198	0	0.000694237826043836	0	0.00238444607483492	0	0.00508006626173385	0.000147080453007795	0	0	8.45880561664693e-05	0.0017265565986835	0.000110950848773993	0.000596703214738569	0	0.000118962645729241	0.000164055450742351	0	0	0	0
"Clostridiales species  [m_12648]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12653]"	0	0	0	0	0	0	0	0	0	0	0.000367331945634872	0.00237899167352914	0	0	0.000179985601151908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17094644167278e-05	0	0	0	0	0	0	0.000107909787417719	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12654]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000232477042892014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00758725341426404	0	0	0	0	0	0	0	0.00639754910794738	0	0	0	0	0	0	0	0	0.00725086214519409	0	0.00379979035639413	0	0	0	0	0	0	0	0	0	0	0.000206996481059822	0	0.00328110901484702	0	0	0.0193350831146107	0
"Clostridiales species  [m_12655]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103444708803145	0	0.000176959830118563	0	0	0	0	0	0	0	0	0	0	0	0.00453221107154419	0	0.00708585067502051	0	0	0	0	0	0	0
"Clostridiales species  [m_12665]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000297766749379653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12667]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168010752688172	0	0	0	0	0	0	0.000330250990752972	0	0	0	0	0	0	0	0	0	0	0	0.000238625517021954	0	0	0	0	0	0	0	0	0.000255710876235936	0	0	0	0	0	0	0.00138957816377171	0	0	8.29806655049374e-05	0	9.31705953601043e-05	8.84251481121231e-05	0	0	0.000275128393250183	8.35491686857716e-05	0	0	0	0	0.000676704449331754	0.000539548937088594	0	7.45879018423212e-05	0	0	0	0	0	0	0
"Clostridiales species  [m_12668]"	0	0	0	0	0.00602870000849113	0	0.00957693117238476	0	0	0	0	0	0	0.00213051369052316	0	0.000588037634408602	0.000180293879022807	0.00113884407326564	0	0.000158202816010125	0.000608272506082725	8.61103935244984e-05	0	0	0.000334672021419009	0.000332446808510638	0.000376576915835059	0	0.000215796288303841	0	0	0.000196540880503145	0.00319030148349019	8.63036161215155e-05	0	0	0	0	0	0	0	0	0.000216169476869866	0	0	0	0.000273972602739726	0	0	0	0.000397022332506203	0	0.000206889417606289	0.000331922662019749	0.000176959830118563	9.31705953601043e-05	0.0011495269254576	0.000198353664583953	0	0.000550256786500367	0	0	0.000294160906015591	0	0	0.000169176112332939	0.003453113197367	0	0.000149175803684642	0	0	0.000820277253711755	0	0	0.00227471566054243	0
"Clostridiales species  [m_12674]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000596703214738569	0	0	0	0	0	0	0
"Clostridiales species  [m_12681]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000647388864911524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215819574835438	0	0	0	0	0	0	0	8.74890638670166e-05	0
"Clostridiales species  [m_12690]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237304224015187	0.00152068126520681	0.00284164298630845	0.00495376486129458	0	0	0	0	0	0	0	0	0	0	0.000258910848364546	0	0.000140429714927679	0	0	0	0	0	0	0	0	0.000225861095426313	0	0.00534246575342466	0	0	0	0	0	0	0	0	0	0	9.91768322919766e-05	0	0	0	0	0	0	0	0	0.000107909787417719	0.000221901697547986	0	0	0	0	0	0	0	0.000115114538966271
"Clostridiales species  [m_12691]"	0	0	0	0	0.000254733803175681	0	0	0	0	0	0	0	0	0.00378757989426339	0	0.00529233870967742	0	0	0	0	0	0	0.000110083663584324	0	0	0	0	0	0.00118687958567113	0	0	0	0	0	0.00230671333121222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00843672456575682	0	0	0.00697037590241474	0	0	0	0	0	0	0	0	0	0	0	0	0.0167260170497464	0	0.000745879018423212	0	0	0	0	0	0	0
"Clostridiales species  [m_12706]"	0	0	0	0	0.00178313662222977	0	0	0	0	0	0	0	0	0	0	0.000252016129032258	0	0	0	0	0	0	0	0	0	0	0.000376576915835059	0	0.000215796288303841	0	0	0.000393081761006289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248941996514812	0	0	0.000265275444336369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12707]"	0.000220312844238819	0.00266134397870925	0.0105376344086022	0.000140449438202247	0.00551923240213976	0.000190949016612564	0	0	0	0.00372102913034233	0	0.00814347149784976	0.00388063695972166	7.89079144638207e-05	0.00152987760979122	0.000168010752688172	0.00351573064094474	0	0	0.00514159152032906	0.00446066504460665	0.00378885731507793	0.000440334654337296	0	0.000669344042838019	0.00110815602836879	0.000847298060628883	0.00660714285714286	0.000863185153215365	0.000238180302488984	0.000322303394929093	0.0010482180293501	0	0.00327953741261759	0.00127266942411709	0.0082151383232692	0	0	0.000513522766175967	0	0.000616142945163278	0	0.00140510159965413	0.00485850664848278	0	0	0	0	0.00509243883538138	0.000134210173131123	0.00218362282878412	0	0.000310334126409434	0.0019915359721185	0.00265439745177845	0.00139755893040157	0	0.00366954279480313	0	0.000366837857666911	8.35491686857716e-05	0.00463832136940917	0.000735402265038976	0	0.00507926735416346	0.00617492810015226	0	0.00310662376567181	0	0	0.000237925291458482	0	0	0.00155945419103314	0	0
"Clostridiales species  [m_12725]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12742]"	0.000771094954835867	0	0.00043010752688172	0	0	0	0	0	0	0	0	0.000640497758257846	0	0	0	0	0	0	0	0.000395507040025312	0	0	0	0	0	0	0	5.95238095238095e-05	0.000539490720759603	0	0	6.55136268343816e-05	0	0	0	0	0	0	0	0	0	0	0	8.5236958745312e-05	0	0	0	0	0	0	0	0	0	0	8.84799150592815e-05	0.000279511786080313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12745]"	0	0	0	0	0	0	0	0	0.000150511739915713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12747]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252016129032258	0	0	0	0	0.0101378751013788	0	0.00374284456186702	0	0	0	0	0	0.000647388864911524	0	0	0	0	0.000172607232243031	0.0022271714922049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198511166253102	0	0	0.00257240063065306	0	0.011646324420013	0	0	0	0	8.35491686857716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clostridiales species  [m_12751]"	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89079144638207e-05	0	0.0011760752688172	0	0	0	0	0	0	0	0	0	0	0	0	0.00183426845058265	0	0	0	0	0.000258910848364546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212220355469095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164055450742351	0	0	0	0
"Clostridiales species  [m_12755]"	0	0	0	0	0	0	0.00357819406440749	0	0	0	0	0.000182999359502242	0	0.000867987059102028	0	8.4005376344086e-05	0.000360587758045614	0	0	0.0158993830090176	0	8.61103935244984e-05	0	0	0.000418340026773762	0.000886524822695035	0.00197702880813406	0.00154761904761905	0.000215796288303841	0	0	6.55136268343816e-05	0.00119636305630882	0.000172607232243031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000496277915632754	0	0	8.29806655049374e-05	0.000973279065652097	0	0.00159165266601822	0	0	0.000183418928833456	0	0	0.00102956317105457	0	0	0.000676704449331754	0.00107909787417719	0	0.000223763705526964	0	0	0.000246083176113526	0	0	0.00131233595800525	0
"Clostridiales species  [m_12761]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165961331009875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335683115139308	0	0	0
"Clostridiales species  [m_12763]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220167327168648	0	0	0	0	0	0.00129477772982305	0	0	0	0	0	0.000159083678014636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92555831265509e-05	0	0.00734457432502328	0.000165961331009875	0	0.000372682381440417	0	0	0	0.000641966250917095	0	0	0	0	0	0	0	0.000110950848773993	0	0	0	0	0	0	0.0041994750656168	0
