""	"ASV_name"	"size"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"consensus_taxonomy"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"log10P"	"significant"	"local_OTU_size"	"local_sample_count"
"ASV_17008"	"ASV_17008"	8743	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.406731378569035	11.7557027094151	0.567866386214575	0.451108005449214	0.654914377057123	0.345719465760704	"FALSE"	8694	90
"ASV_02927"	"ASV_02927"	9330	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola"	0.14404442828638	10.5192531227775	0.560711189400692	0.45397383542318	0.657264316670373	0.342969176787792	"FALSE"	8577	57
"ASV_11093"	"ASV_11093"	34158	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.432361403103539	12.9470960024586	0.549859876936864	0.458374953987439	0.661818084250357	0.338779120626656	"FALSE"	32302	139
"ASV_06695"	"ASV_06695"	2850	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces"	-0.726878634314892	9.67462358278297	0.544672151357517	0.460502859316947	0.663073789235058	0.336767668872741	"FALSE"	2819	32
"ASV_15968"	"ASV_15968"	4672	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-0.377708993107809	10.9375782059827	0.535222001463069	0.464419657602228	0.6668914429329	0.333089406057722	"FALSE"	4670	63
"ASV_05595"	"ASV_05595"	2343	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.17641314841486	9.52041564187847	0.52876574519901	0.467126228484147	0.66895522394333	0.330565747000086	"FALSE"	2343	30
"ASV_01681"	"ASV_01681"	2081	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-0.767634136864351	8.8521437318725	0.520167722940684	0.47077014493326	0.671175011776944	0.327191086826618	"FALSE"	2081	25
"ASV_19387"	"ASV_19387"	1974	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	0.840290001058468	9.40849206096832	0.515744214188501	0.472662746723004	0.671175011776944	0.325448625601024	"FALSE"	1930	33
"ASV_10803"	"ASV_10803"	7557	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.622410294579616	10.8180425264282	0.512408192606017	0.474098222127271	0.671175011776944	0.324131673286324	"FALSE"	7243	57
"ASV_02758"	"ASV_02758"	2080	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella oris"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oris"	-0.394187328501776	9.23691752209188	0.508270345648413	0.475888570331379	0.671175011776944	0.322494725757286	"FALSE"	2039	28
"ASV_19265"	"ASV_19265"	1273	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-0.517004552878853	8.84312244462198	0.507806531229804	0.476089936680402	0.671175011776944	0.322310998299404	"FALSE"	1267	23
"ASV_11091"	"ASV_11091"	32376	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.393373624283515	12.9374623681092	0.507282184644225	0.476317750293315	0.671175011776944	0.322103233918182	"FALSE"	30993	150
"ASV_07308"	"ASV_07308"	2221	"Bacteria"	"PHY_Coriobacteriia"	"Coriobacteriia"	"Coriobacteriales"	"Atopobacteriaceae"	"Atopobium"	"Atopobium rimae"	"Bacteria;PHY_Coriobacteriia;Coriobacteriia;Coriobacteriales;Atopobacteriaceae;Atopobium;Atopobium rimae"	-0.268986224133863	9.16638118608096	0.504347791974787	0.477595944275013	0.671181500354485	0.320939369873789	"FALSE"	2159	27
"ASV_10968"	"ASV_10968"	18813	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.312636003219441	12.0538980603124	0.497595744904174	0.480558440178752	0.673548664825007	0.318253790713731	"FALSE"	17844	171
"ASV_01726"	"ASV_01726"	3398	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	0.15535788769556	9.58711412394412	0.472276026402199	0.491941949274353	0.687094363610853	0.308086142349014	"FALSE"	3222	34
"ASV_02975"	"ASV_02975"	1398	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-0.194924113428204	8.85574691068992	0.468120532914526	0.493853084270603	0.687094363610853	0.306402229578842	"FALSE"	1398	25
"ASV_11377"	"ASV_11377"	17115	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	"Megasphaera micronuciformis"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera micronuciformis"	0.412198115292519	12.04497092887	0.465763715124922	0.494942540611184	0.687094363610853	0.305445216710776	"FALSE"	15720	123
"ASV_10536"	"ASV_10536"	2478	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaeroglobus"	"Anaeroglobus geminatus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;Anaeroglobus geminatus"	0.455155636777281	9.39695419883315	0.464694640281337	0.495438061047674	0.687094363610853	0.305010632655242	"FALSE"	2271	41
"ASV_15966"	"ASV_15966"	1607	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-0.651691725237913	9.33686114906775	0.457372168937951	0.498854661046753	0.690016814623724	0.302025965597755	"FALSE"	1607	28
"ASV_06900"	"ASV_06900"	3028	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-0.673623759872513	9.46780942741227	0.453242408661097	0.500799194495754	0.690893129579221	0.300336378332632	"FALSE"	2907	40
"ASV_01536"	"ASV_01536"	4619	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella salivae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae"	0.0236157305950017	10.0849077272219	0.444677510016845	0.504873417738315	0.693981798087296	0.296817494888745	"FALSE"	4306	47
"ASV_10960"	"ASV_10960"	1857	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.412970856347138	8.82275479337291	0.443013074012583	0.505671746613893	0.693981798087296	0.296131311015397	"FALSE"	1857	27
"ASV_11383"	"ASV_11383"	5981	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	-0.347393457575027	10.5457722880911	0.437982128710644	0.508098007256246	0.695500389153355	0.294052508375107	"FALSE"	5428	54
"ASV_01782"	"ASV_01782"	16101	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-0.408506086609293	11.7758307049621	0.434558272550589	0.509760707896094	0.695968634873683	0.292633642781124	"FALSE"	15339	65
"ASV_19930"	"ASV_19930"	1480	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-0.720348645520274	9.42478144067406	0.425131497927083	0.514387569161088	0.697875701556512	0.288709535243199	"FALSE"	1480	26
"ASV_04538"	"ASV_04538"	4600	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas catoniae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas catoniae"	0.449180343064804	10.1446176936507	0.424671953785321	0.514614988208602	0.697875701556512	0.288517569074959	"FALSE"	4268	37
"ASV_19421"	"ASV_19421"	2504	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus"	0.00660890672720215	9.63056877015205	0.422720546060575	0.515582656901166	0.697875701556512	0.287701699811268	"FALSE"	2501	34
"ASV_11313"	"ASV_11313"	18586	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-0.301920099634634	12.6423423707709	0.420967843232972	0.516454503998178	0.697875701556512	0.286967930742258	"FALSE"	17906	174
"ASV_11109"	"ASV_11109"	67959	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.255607897854925	14.1255738237579	0.407489580892275	0.523246452904463	0.705245219132103	0.281293707068091	"FALSE"	64863	231
"ASV_14380"	"ASV_14380"	3068	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.390703199909331	9.3438526764843	0.393583015297288	0.530422004119674	0.713092847375174	0.275378467880935	"FALSE"	2939	30
"ASV_19674"	"ASV_19674"	4470	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	"Selenomonas sputigena"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas sputigena"	0.347366886330994	10.851766552387	0.383320105948684	0.535831706124757	0.71771374508923	0.27097159198271	"FALSE"	4470	55
"ASV_18896"	"ASV_18896"	4295	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.604844096332759	9.82072317458713	0.381909725226024	0.53658295173654	0.71771374508923	0.270363129808628	"FALSE"	4295	37
"ASV_14132"	"ASV_14132"	1969	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.846276589347044	9.31544757371188	0.369739225846267	0.543146446703589	0.724653613703269	0.265083057298387	"FALSE"	1907	25
"ASV_11095"	"ASV_11095"	40905	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.300359627227405	13.40101717417	0.35709036517153	0.550126629607314	0.732112964149127	0.259537331942444	"FALSE"	39701	175
"ASV_19034"	"ASV_19034"	7610	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.40449226942496	11.1778063819604	0.337391495413073	0.561338783965925	0.74515249156182	0.250774950510607	"FALSE"	7364	102
"ASV_13472"	"ASV_13472"	3071	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	0.370479275079807	9.85536730443349	0.333626610230596	0.563531371651613	0.746183499649247	0.249081901878851	"FALSE"	2893	50
"ASV_19145"	"ASV_19145"	30142	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.305384525256826	13.0379805247892	0.325704263453474	0.568199589455865	0.750046595304115	0.245499084405967	"FALSE"	29877	130
"ASV_10798"	"ASV_10798"	6222	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.380673644054409	10.4164687475326	0.323862985061382	0.569295328504072	0.750046595304115	0.244662379886376	"FALSE"	6216	56
"ASV_01859"	"ASV_01859"	1420	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-0.322868449275139	8.61030956800545	0.312620958218439	0.576076296466781	0.756169563731077	0.239519994111198	"FALSE"	1371	23
"ASV_18965"	"ASV_18965"	16817	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.296620090625166	12.3173714217718	0.310020334803539	0.577667707362589	0.756169563731077	0.238321909602821	"FALSE"	16428	116
"ASV_02397"	"ASV_02397"	1453	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella shahii"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella shahii"	-0.549291814822537	8.87602387636847	0.309076698415581	0.578247313441412	0.756169563731077	0.237886376301019	"FALSE"	1410	28
"ASV_06922"	"ASV_06922"	1579	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	0.0880306027910572	9.11541940059339	0.304146432638632	0.581294581167293	0.757695749359355	0.235603725521355	"FALSE"	1416	26
"ASV_01771"	"ASV_01771"	4481	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-0.271594996301098	9.99052563747918	0.297646605124143	0.585361563276497	0.757695749359355	0.232575798138922	"FALSE"	4421	39
"ASV_03292"	"ASV_03292"	2606	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	0.245853834876701	9.40702123138676	0.295127335122885	0.586953393761943	0.757695749359355	0.231396381947594	"FALSE"	2333	30
"ASV_02008"	"ASV_02008"	3039	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella pallens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pallens"	-0.103878608730429	9.57566228406424	0.294556536250326	0.587315282022482	0.757695749359355	0.231128698609301	"FALSE"	2831	39
"ASV_17368"	"ASV_17368"	1436	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-0.328688468629435	9.01241681718479	0.293710256850503	0.58785266208345	0.757695749359355	0.230731510764618	"FALSE"	1393	27
"ASV_17005"	"ASV_17005"	3909	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.530518435882622	10.2693552099674	0.293414166133672	0.588040913639423	0.757695749359355	0.230592456322353	"FALSE"	3868	41
"ASV_11103"	"ASV_11103"	107638	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.165229039071656	14.7443567432167	0.288360840130906	0.591272862181434	0.759111117809423	0.228212053480715	"FALSE"	100915	297
"ASV_09072"	"ASV_09072"	1679	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Peptostreptococcus"	"Peptostreptococcus anaerobius"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus anaerobius"	-0.0685157199269688	9.06909339061401	0.287200314840931	0.592020245578127	0.759111117809423	0.227663441262688	"FALSE"	1620	34
"ASV_10806"	"ASV_10806"	4027	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.224710905894581	10.1545534221849	0.283719245185679	0.594273789201634	0.760151181818596	0.226013424135404	"FALSE"	4027	42
"ASV_02602"	"ASV_02602"	10980	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-0.369127127967337	11.1900951981365	0.279280481444687	0.597173202855179	0.762010358122711	0.223899688745467	"FALSE"	10337	80
"ASV_18901"	"ASV_18901"	13202	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.256669580891373	11.802419023172	0.268100989027516	0.604608498824133	0.769634490049078	0.218525752350921	"FALSE"	13157	99
"ASV_01777"	"ASV_01777"	22570	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-0.28890956427689	12.3255654911712	0.265875508083724	0.606112032792212	0.769689256099989	0.217447094106824	"FALSE"	21558	112
"ASV_18831"	"ASV_18831"	1356	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaeroglobus"	"Anaeroglobus geminatus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;Anaeroglobus geminatus"	-0.604266297641899	9.01326018181338	0.261880514525473	0.608831149798524	0.77128369217265	0.215503135738909	"FALSE"	1314	26
"ASV_19262"	"ASV_19262"	6678	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	0.23849086037154	11.5301057147968	0.258058085061094	0.611457426048338	0.771371657014892	0.213633776200801	"FALSE"	6643	84
"ASV_01779"	"ASV_01779"	30859	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-0.252449248077448	13.0913634350206	0.257521586563826	0.611827993609535	0.771371657014892	0.213370656164648	"FALSE"	29788	162
"ASV_18249"	"ASV_18249"	2759	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-0.364170245516329	10.0015862576034	0.246935261415743	0.619241369379563	0.778854896570477	0.208140037639907	"FALSE"	2759	33
"ASV_09416"	"ASV_09416"	6537	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-0.155419114056843	10.3675291065904	0.238288014293957	0.625445344449277	0.782414406860749	0.203810635836564	"FALSE"	6173	33
"ASV_11102"	"ASV_11102"	129337	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.145512841590365	14.9704015857711	0.237783121553832	0.625811866045449	0.782414406860749	0.203556206435585	"FALSE"	119189	302
"ASV_09993"	"ASV_09993"	14805	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	-0.227445878362499	11.241056329801	0.236802126510526	0.626525388416008	0.782414406860749	0.203061325586716	"FALSE"	9663	84
"ASV_18899"	"ASV_18899"	4123	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.173501791705862	9.67056706435914	0.233225376920245	0.629142505005661	0.783825295834477	0.201250972793332	"FALSE"	4123	31
"ASV_09813"	"ASV_09813"	11172	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	-0.306621029726453	11.2855719627152	0.228721058571381	0.632473770006214	0.786117162248289	0.198957480867993	"FALSE"	9517	102
"ASV_02165"	"ASV_02165"	3292	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"Alloprevotella tannerae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella tannerae"	-0.17893880724564	9.78546706654878	0.221312691933008	0.638041528162801	0.791171494921873	0.195151053465359	"FALSE"	3214	42
"ASV_11104"	"ASV_11104"	32529	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.290505876083556	12.9529505066936	0.219231002964648	0.639626481188271	0.79127501311319	0.19407356431938	"FALSE"	30940	127
"ASV_18898"	"ASV_18898"	17041	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.20727347815	12.2478144756239	0.214856599952952	0.642987191656221	0.79241326290083	0.191797678161981	"FALSE"	16912	139
"ASV_10810"	"ASV_10810"	4458	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.444691511793108	10.1154463920221	0.214009470498738	0.643642809409078	0.79241326290083	0.191355078196627	"FALSE"	4278	38
"ASV_15877"	"ASV_15877"	2029	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella oris"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oris"	-0.30542692437242	9.35335438842301	0.21218848125207	0.645057475871833	0.79241326290083	0.190401587160252	"FALSE"	2029	26
"ASV_18942"	"ASV_18942"	3067	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.1890393828432	9.56512156648365	0.210048842325222	0.646729124591893	0.792619182930064	0.189277580734135	"FALSE"	2874	30
"ASV_11105"	"ASV_11105"	119712	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.126124081848576	15.0247859317696	0.207358893325249	0.648845399072536	0.792727245539545	0.187858770577271	"FALSE"	111215	328
"ASV_15355"	"ASV_15355"	7222	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	0.24997876925963	11.3789820531191	0.206119881965094	0.649825749664295	0.792727245539545	0.18720308351805	"FALSE"	7176	77
"ASV_10796"	"ASV_10796"	5635	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.36675326833722	10.6593964305788	0.204032006667276	0.651485822737197	0.792916925132801	0.186095030717317	"FALSE"	5521	60
"ASV_18497"	"ASV_18497"	2104	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.392841422531659	9.21128661534074	0.198962401336715	0.655559672458778	0.796036745128516	0.183387770426903	"FALSE"	1957	35
